university_name,program_name,degree,tuition_fee_usd_total,program_duration_year,global_ranking,university_location,url
University of Luxembourg,Cybersecurity,Master,,2,N/A,"Luxembourg, Luxembourg",https://www.study.eu/university/university-of-luxembourg/master-cybersecurity-30534
Karlstad University,Cybersecurity,Master,,2,N/A,"Karlstad, Sweden",https://www.study.eu/university/karlstad-university/master-cybersecurity-30623
JAMK University of Applied Sciences,Cyber Security,Master,,,N/A,"Jyväskylä, Finland",https://www.study.eu/university/jamk-university-of-applied-sciences/cyber-security
"City St George’s, University of London",Cyber Security,MSc,20182,1,N/A,"London, United Kingdom",https://www.study.eu/university/city-st-george-s-university-of-london/cyber-security-5126
University of Southampton,Cyber Security,MSc,,,N/A,"Southampton, United Kingdom",https://www.study.eu/university/university-of-southampton/cyber-security-5149
King's College London,Cyber Security,MSc,,1,N/A,"London, United Kingdom",https://www.study.eu/university/king-s-college-london/cyber-security-9342
The Open University,Cyber Security,BSc (Hons),,,N/A,United Kingdom – programme delivered online,https://www.study.eu/university/the-open-university/cyber-security-e2a918f9-1b82-470c-911b-b44191f67681
University of Derby,Cyber Security,MSc,,1,N/A,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/msc-cyber-security-18138
University of Derby,Cyber Security,BSc (Hons),,3,N/A,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/cyber-security-81f19dab-466e-41c4-8186-12da8c6a7ba5
De Montfort University,Cyber Security,BSc (Hons),,3,N/A,"Leicester, United Kingdom",https://www.study.eu/university/de-montfort-university/cyber-security-18672
De Montfort University,Cyber Security,MSc,,1,N/A,"Leicester, United Kingdom",https://www.study.eu/university/de-montfort-university/cyber-security-18785
IU International University of Applied Sciences,Cyber Security,BSc,,3,N/A,"Berlin, Germany + 1 more campus",https://www.study.eu/university/iu-international-university-of-applied-sciences/bsc-cyber-security
IU International University of Applied Sciences,Cyber Security,MSc,,2,N/A,"Berlin, Germany + 1 more campus",https://www.study.eu/university/iu-international-university-of-applied-sciences/msc-cyber-security-21158
Noroff University College,Cyber Security,Bachelor,,3,N/A,"Oslo, Norway + 1 more campus",https://www.study.eu/university/noroff-university-college/bachelor-cyber-security-23807
Kristiania University College,Cyber Security,Master,,2,N/A,"Oslo, Norway",https://www.study.eu/university/kristiania-university-college/master-cyber-security
University of Essex,Cyber Security,MSc,31619,1,N/A,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/msc-cyber-security-29170
Lancaster University Leipzig,Cyber Security,BSc (Hons),65082,3,N/A,"Leipzig, Germany",https://www.study.eu/university/lancaster-university-leipzig/bsc-hons-cyber-security-30357
University of Luxembourg,Cybersecurity and Cyber Defence,Master,,2,N/A,"Luxembourg, Luxembourg",https://www.study.eu/university/university-of-luxembourg/master-cybersecurity-and-cyber-defence
Atlantic Technological University,Cybersecurity and Digital Forensics,BSc,,3,N/A,"Letterkenny, Ireland",https://www.study.eu/university/atlantic-technological-university/bsc-cybersecurity-and-digital-forensics
University of Westminster,Cyber Security and Forensics,BSc (Hons),71042,3,N/A,"London, United Kingdom",https://www.study.eu/university/university-of-westminster/bsc-hons-cyber-security-and-forensics
University of Westminster,Cyber Security and Forensics,MSc,26910,1,N/A,"London, United Kingdom",https://www.study.eu/university/university-of-westminster/msc-cyber-security-and-forensics
University of Westminster,Cyber Security and Forensics with Foundation,BSc (Hons),94723,4,N/A,"London, United Kingdom",https://www.study.eu/university/university-of-westminster/bsc-hons-cyber-security-and-forensics-with-foundation
Metropolitan College,Cyber Security and Networks,BSc (Hons),,,N/A,"Athens, Greece",https://www.study.eu/university/metropolitan-college/bsc-hons-cyber-security-and-networks
CY Cergy Paris University,Cybersecurity and Smart Systems,MBA,,,N/A,"Cergy-Pontoise, France",https://www.study.eu/university/cy-cergy-paris-university/mba-cybersecurity-and-smart-systems
European University Cyprus,Cybersecurity (Distance Learning),Master,,1.5,N/A,Cyprus – programme delivered online,https://www.study.eu/university/european-university-cyprus/master-cybersecurity-distance-learning
University of Agder,Cybersecurity Engineering,Master,,2,N/A,"Grimstad, Norway",https://www.study.eu/university/university-of-agder/master-cybersecurity-engineering
Tallinn University of Technology (TalTech),Cyber Security Engineering,BSc,21107,3,N/A,"Tallinn, Estonia",https://www.study.eu/university/tallinn-university-of-technology-taltech/bsc-cyber-security-engineering
Kristiania University College,Cyber Security (Experience-based Master),Master,,2,N/A,Norway – programme delivered online,https://www.study.eu/university/kristiania-university-college/master-cyber-security-experience-based-master
BA School of Business and Finance,Cybersecurity Management,Master,,2,N/A,"Riga, Latvia",https://www.study.eu/university/ba-school-of-business-and-finance/cybersecurity-management
Mykolas Romeris University,Cybersecurity Management,Master,,1.5,N/A,"Vilnius, Lithuania",https://www.study.eu/university/mykolas-romeris-university/cybersecurity-management-19032
University of Agder,Cybersecurity Management,Master,,2,N/A,"Kristiansand, Norway",https://www.study.eu/university/university-of-agder/master-cybersecurity-management
Jönköping University,Cybersecurity (master),Master,,,N/A,"Jönköping, Sweden",https://www.study.eu/university/jonkoping-university/master-cybersecurity-master
University of Derby,Cyber Security (Online),MSc,,,N/A,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/cyber-security-online
Atlantic Technological University,Cybersecurity Operations,MSc,,1,N/A,"Letterkenny, Ireland + 1 more campus",https://www.study.eu/university/atlantic-technological-university/msc-cybersecurity-operations
Atlantic Technological University,Cybersecurity Research,MSc,,1,N/A,"Letterkenny, Ireland",https://www.study.eu/university/atlantic-technological-university/msc-cybersecurity-research
University of Derby,Cyber Security with Foundation Year,BSc (Hons),,4,N/A,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/cyber-security-with-foundation-year
De Montfort University,Cyber Technology,MSc,,1,N/A,"Leicester, United Kingdom",https://www.study.eu/university/de-montfort-university/cyber-technology
ArtEZ University of the Arts,DAI Art Praxis,Master,,2,N/A,"Arnhem, Netherlands",https://www.study.eu/university/artez-university-of-the-arts/master-dai-art-praxis
University College Dublin (UCD),Dairy Business,Bachelor,,4,N/A,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/dairy-business
De Montfort University,Dance,BA (Hons),,3,N/A,"Leicester, United Kingdom",https://www.study.eu/university/de-montfort-university/dance-18581
Arts University Bournemouth,Dance,BA (Hons),,3,N/A,"Poole, United Kingdom",https://www.study.eu/university/arts-university-bournemouth/dance-21313
Codarts University for the Arts,Dance,Bachelor,,4,N/A,"Rotterdam, Netherlands",https://www.study.eu/university/codarts-university-for-the-arts/bachelor-dance
Oslo National Academy of the Arts,Dance,Master,,2,N/A,"Oslo, Norway",https://www.study.eu/university/oslo-national-academy-of-the-arts/master-dance
University of Nicosia,Dance,Bachelor,,4,N/A,"Nicosia, Cyprus",https://www.study.eu/university/university-of-nicosia/bachelor-dance-28073
University of Derby,Dance and Choreography,MA,,1,N/A,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/dance-and-choreography
ArtEZ University of the Arts,Dance Artist,Bachelor,,4,N/A,"Arnhem, Netherlands",https://www.study.eu/university/artez-university-of-the-arts/bachelor-dance-artist
Falmouth University,Dance & Choreography,BA (Hons),,3,N/A,"Falmouth, United Kingdom",https://www.study.eu/university/falmouth-university/dance-choreography
Alma Mater Europaea,"Dance, Choreography",Bachelor,,3,N/A,"Maribor, Slovenia",https://www.study.eu/university/alma-mater-europaea/bachelor-dance-choreography
De Montfort University,Dance (Joint Honours),BA (Hons),,3,N/A,"Leicester, United Kingdom",https://www.study.eu/university/de-montfort-university/dance-joint-honours
University of Derby,Dance Movement Psychotherapy,MA,,2,N/A,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/dance-movement-psychotherapy
Codarts University for the Arts,Dance Movement Therapy,MA,,3,N/A,"Rotterdam, Netherlands",https://www.study.eu/university/codarts-university-for-the-arts/ma-dance-movement-therapy
The Danish National School of Performing Arts,Dance Partnership,Master,,2,N/A,"Copenhagen, Denmark",https://www.study.eu/university/the-danish-national-school-of-performing-arts/dance-partnership
Anton Bruckner Private University,Dance Pedagogy,MA,,2,N/A,"Linz, Austria",https://www.study.eu/university/anton-bruckner-private-university/ma-dance-pedagogy-29792
Middlesex University London,Dance Performance,BA,50456,3,N/A,"London, United Kingdom",https://www.study.eu/university/middlesex-university-london/dance-performance
University of Limerick,Dance Performance,MA,,1,N/A,"Limerick, Ireland",https://www.study.eu/university/university-of-limerick/dance-performance-de97b78b-cf7e-4978-9bca-d379ef8e36e6
Middlesex University London,Dance Studies,BA,50456,3,N/A,"London, United Kingdom",https://www.study.eu/university/middlesex-university-london/dance-studies-8c519cb8-88fe-4871-b681-c2c6486f6de6
Amsterdam University of the Arts,DAS Choreography,MA,,2,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/amsterdam-university-of-the-arts/ma-das-choreography
Amsterdam University of the Arts,DAS Creative Producing,MA,,10,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/amsterdam-university-of-the-arts/ma-das-creative-producing
Amsterdam University of the Arts,DAS Theatre,Master,,,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/amsterdam-university-of-the-arts/master-das-theatre
Samara University,Data Analysis and Software Quality Assurance (in conjunction with EPAM Systems),Master,,2,N/A,"Samara, Russia",https://www.study.eu/university/samara-university/data-analysis-and-software-quality-assurance-in-conjunction-
University of Crete,Data Analysis & Machine-Statistical Learning,Master,,1.5,N/A,"Heraklion, Greece",https://www.study.eu/university/university-of-crete/master-data-analysis-machine-statistical-learning
University of Hildesheim,Data Analytics,MSc,,,N/A,"Hildesheim, Germany",https://www.study.eu/university/university-of-hildesheim/data-analytics
University College Dublin (UCD),Data Analytics,MSc,,3,N/A,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/data-analytics-c4501e75-b9cd-42ee-a92b-7655e7e2abfe
De Montfort University,Data Analytics,MSc,,1,N/A,"Leicester, United Kingdom",https://www.study.eu/university/de-montfort-university/data-analytics-18787
TU Shannon,Data Analytics,MSc,,1,N/A,"Athlone, Ireland + 1 more campus",https://www.study.eu/university/tu-shannon/msc-data-analytics
Queen Mary University of London,Data Analytics,MSc,,1,N/A,"London, United Kingdom",https://www.study.eu/university/queen-mary-university-of-london/msc-data-analytics-26857
RWTH Aachen University,Data Analytics and Decision Science,MSc,,2,N/A,"Aachen, Germany",https://www.study.eu/university/rwth-aachen-university/management-and-engineering-in-data-and-decision-science
Politecnico di Milano,Data Analytics and Decision Sciences,PhD,,,N/A,"Milan, Italy",https://www.study.eu/university/politecnico-di-milano/data-analytics-and-decision-sciences
University of Sussex,Data Analytics and Digital Solutions for Business,BSc (Hons),,,N/A,"Brighton, United Kingdom",https://www.study.eu/university/university-of-sussex/bsc-hons-data-analytics-and-digital-solutions-for-business
UvA University of Amsterdam,Data Analytics: Econometrics,Master,,1,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-data-analytics-econometrics
University of Galway,Data Analytics (Engineering),PhD,,,N/A,"Galway, Ireland",https://www.study.eu/university/university-of-galway/data-analytics-engineering
ISEG - Lisbon School of Economics and Management,Data Analytics for Business,Master,,1.5,N/A,"Lisbon, Portugal",https://www.study.eu/university/iseg-lisbon-school-of-economics-and-management/master-data-analytics-for-business
Ca' Foscari University of Venice,Data Analytics for Business and Society,Master,,2,N/A,"Venice, Italy",https://www.study.eu/university/ca-foscari-university-of-venice/data-analytics-for-business-and-society
University of Southampton,Data Analytics for Government,MSc,,,N/A,"Southampton, United Kingdom",https://www.study.eu/university/university-of-southampton/msc-data-analytics-for-government
